,timestamp,x,y,polarity,_p1,_p2,predict
0,31955,194,127,1,0,0,0
1,31956,193,122,1,0,0,0
2,31956,193,128,1,0,0,0
3,31957,191,120,1,0,0,0
4,31958,193,126,1,0,0,0
5,31959,196,130,1,0,0,0
6,31959,195,127,1,0,0,0
7,31959,198,128,1,0,0,0
8,31960,197,133,1,0,0,0
9,31960,195,130,1,0,0,0
10,31961,192,120,1,0,0,0
11,31962,188,127,1,0,0,0
12,31962,190,119,1,0,0,0
13,31963,189,120,1,0,0,0
14,31963,196,125,1,0,0,0
15,31965,186,124,1,0,0,0
16,31965,190,143,0,0,0,0
17,31965,188,116,1,0,0,0
18,31966,193,131,1,0,0,0
19,31967,190,121,1,0,0,0
20,31967,196,127,1,0,0,0
21,31968,195,123,1,0,0,0
22,31968,194,128,1,0,0,0
23,31968,192,119,1,0,0,0
24,31968,192,123,1,0,0,0
25,31968,198,127,1,0,0,0
26,31970,185,123,1,0,0,0
27,31970,191,123,1,0,0,0
28,31970,194,124,1,0,0,0
29,31970,196,126,1,0,0,0
30,31971,188,117,1,0,0,0
31,31971,190,144,0,0,0,0
32,31971,198,132,1,0,0,0
33,31971,209,120,1,0,0,0
34,31972,188,119,1,0,0,0
35,31972,194,127,1,0,0,0
36,31972,190,126,1,0,0,0
37,31972,197,127,1,0,0,0
38,31973,186,115,1,0,0,0
39,31974,190,113,1,0,0,0
40,31974,191,129,1,0,0,0
41,31974,194,129,1,0,0,0
42,31974,197,131,1,0,0,0
43,31974,189,128,1,0,0,0
44,31975,189,115,1,0,0,0
45,31975,191,127,1,0,0,0
46,31976,195,130,1,0,0,0
47,31976,189,117,1,0,0,0
48,31976,190,114,1,0,0,0
49,31976,189,112,1,0,0,0
50,31977,190,118,1,0,0,0
51,31977,191,119,1,0,0,0
52,31977,191,125,1,0,0,0
53,31977,190,124,1,0,0,0
54,31977,188,124,1,0,0,0
55,31977,195,129,1,0,0,0
56,31977,196,129,1,0,0,0
57,31977,195,124,1,0,0,0
58,31978,191,121,1,0,0,0
59,31978,207,112,0,0,0,0
60,31978,192,130,1,0,0,0
61,31978,188,114,1,0,0,0
62,31979,197,126,1,0,0,0
63,31979,193,123,1,0,0,0
64,31979,208,119,1,0,0,0
65,31979,199,129,1,0,0,0
66,31979,196,131,1,0,0,0
67,31979,194,126,1,0,0,0
68,31980,198,133,1,0,0,0
69,31980,190,112,1,0,0,0
70,31980,199,132,1,0,0,0
71,31980,196,128,1,0,0,0
72,31980,193,132,1,0,0,0
73,31981,191,115,1,0,0,0
74,31981,189,119,1,0,0,0
75,31981,190,120,1,0,0,0
76,31981,193,127,1,0,0,0
77,31981,187,109,1,0,0,0
78,31981,189,122,1,0,0,0
79,31981,209,142,0,0,0,0
80,31981,187,112,1,0,0,0
81,31981,188,125,1,0,0,0
82,31982,188,113,1,0,0,0
83,31982,189,114,1,0,0,0
84,31982,190,119,1,0,0,0
85,31983,196,132,1,0,0,0
86,31983,196,121,1,0,0,0
87,31983,191,130,1,0,0,0
88,31983,199,127,1,0,0,0
89,31984,190,125,1,0,0,0
90,31984,195,131,1,0,0,0
91,31984,187,114,1,0,0,0
92,31984,197,132,1,0,0,0
93,31984,193,128,1,0,0,0
94,31984,194,121,1,0,0,0
95,31985,191,126,1,0,0,0
96,31985,198,128,1,0,0,0
97,31985,188,115,1,0,0,0
98,31985,194,131,1,0,0,0
99,31985,190,115,1,0,0,0
100,31985,188,120,1,0,0,0
101,31985,192,126,1,0,0,0
102,31985,188,116,1,0,0,0
103,31985,188,126,1,0,0,0
104,31985,186,111,1,0,0,0
105,31985,192,121,1,0,0,0
106,31986,196,120,1,0,0,0
107,31986,195,134,1,0,0,0
108,31986,185,107,1,0,0,0
109,31986,197,128,1,0,0,0
110,31986,195,128,1,0,0,0
111,31986,197,130,1,0,0,0
112,31986,199,128,1,0,0,0
113,31986,188,111,1,0,0,0
114,31987,177,141,0,0,0,0
115,31987,195,126,1,0,0,0
116,31987,196,134,1,0,0,0
117,31988,187,119,1,0,0,0
118,31988,198,129,1,0,0,0
119,31988,188,118,1,0,0,0
120,31988,187,118,1,0,0,0
121,31988,195,133,1,0,0,0
122,31989,187,107,1,0,0,0
123,31989,195,132,1,0,0,0
124,31989,194,148,0,0,0,0
125,31989,187,116,1,0,0,0
126,31989,199,131,1,0,0,0
127,31990,196,127,1,0,0,0
128,31990,200,134,1,0,0,0
129,31990,192,128,1,0,0,0
130,31990,176,112,1,0,0,0
131,31990,189,120,1,0,0,0
132,31990,191,132,1,0,0,0
133,31991,194,130,1,0,0,0
134,31991,195,122,1,0,0,0
135,31991,199,130,1,0,0,0
136,31991,196,123,1,0,0,0
137,31991,189,118,1,0,0,0
138,31991,188,117,1,0,0,0
139,31992,190,121,1,0,0,0
140,31992,200,128,1,0,0,0
141,31992,190,117,1,0,0,0
142,31992,196,130,1,0,0,0
143,31992,190,123,1,0,0,0
144,31992,193,129,1,0,0,0
145,31993,191,122,1,0,0,0
146,31993,208,143,0,0,0,0
147,31993,192,124,1,0,0,0
