,timestamp,x,y,polarity,_p1,_p2,predict
0,20748,156,51,1,0,0,0
1,20748,160,51,1,0,0,0
2,20748,160,50,1,0,0,0
3,20748,157,51,1,0,0,0
4,20748,157,50,1,0,0,0
5,20748,156,49,1,0,0,0
6,20749,162,48,1,0,0,0
7,20749,156,47,1,0,0,0
8,20749,161,46,1,0,0,0
9,20749,155,52,1,0,0,0
10,20749,158,50,1,0,0,0
11,20751,159,49,1,0,0,0
12,20752,158,52,1,0,0,0
13,20752,157,47,1,0,0,0
14,20754,164,40,1,0,0,0
15,20756,159,52,1,0,0,0
16,20756,160,47,1,0,0,0
17,20757,161,48,1,0,0,0
18,20757,159,51,1,0,0,0
19,20757,157,49,1,0,0,0
20,20758,158,47,1,0,0,0
21,20758,155,51,1,0,0,0
22,20759,171,44,0,0,0,0
23,20759,161,50,1,0,0,0
24,20759,153,50,1,0,0,0
25,20760,171,58,1,0,0,0
26,20760,162,46,1,0,0,0
27,20761,159,47,1,0,0,0
28,20761,159,50,1,0,0,0
29,20762,161,44,1,0,0,0
30,20762,156,55,1,0,0,0
31,20762,155,50,1,0,0,0
32,20762,159,46,1,0,0,0
33,20763,159,75,1,0,0,0
34,20763,161,51,1,0,0,0
35,20763,174,46,0,0,0,0
36,20763,158,57,1,0,0,0
37,20763,157,53,1,0,0,0
38,20764,157,52,1,0,0,0
39,20764,155,49,1,0,0,0
40,20764,158,54,1,0,0,0
41,20764,157,57,1,0,0,0
42,20764,154,52,1,0,0,0
43,20765,156,71,1,0,0,0
44,20765,156,58,1,0,0,0
45,20765,157,59,1,0,0,0
46,20765,177,59,1,0,0,0
47,20765,160,49,1,0,0,0
48,20765,160,48,1,0,0,0
49,20766,156,73,1,0,0,0
50,20766,156,51,1,0,0,0
51,20766,160,46,1,0,0,0
52,20767,158,51,1,0,0,0
53,20767,156,52,1,0,0,0
54,20767,157,60,1,0,0,0
55,20767,155,46,1,0,0,0
56,20767,175,46,0,0,0,0
57,20767,162,53,1,0,0,0
58,20767,159,48,1,0,0,0
59,20767,153,44,1,0,0,0
60,20767,159,56,1,0,0,0
61,20768,157,58,1,0,0,0
62,20768,158,53,1,0,0,0
63,20768,155,54,1,0,0,0
64,20768,155,57,1,0,0,0
65,20768,155,52,1,0,0,0
66,20768,161,45,1,0,0,0
67,20769,158,58,1,0,0,0
68,20770,154,72,1,0,0,0
69,20770,156,48,1,0,0,0
70,20770,156,57,1,0,0,0
71,20770,157,50,1,0,0,0
72,20770,160,47,1,0,0,0
73,20771,158,48,1,0,0,0
74,20771,158,52,1,0,0,0
75,20771,159,60,1,0,0,0
76,20771,156,53,1,0,0,0
77,20772,162,47,1,0,0,0
78,20772,155,53,1,0,0,0
79,20772,163,39,1,0,0,0
80,20772,155,51,1,0,0,0
81,20772,156,56,1,0,0,0
82,20772,157,51,1,0,0,0
83,20772,156,47,1,0,0,0
84,20773,158,46,1,0,0,0
85,20773,159,55,1,0,0,0
86,20773,163,40,0,0,0,0
87,20773,157,52,1,0,0,0
88,20774,157,56,1,0,0,0
89,20774,171,30,0,0,0,0
90,20774,160,50,1,0,0,0
91,20774,158,56,1,0,0,0
92,20775,165,29,0,0,0,0
93,20775,157,55,1,0,0,0
94,20775,156,54,1,0,0,0
95,20775,152,56,1,0,0,0
96,20775,153,60,1,0,0,0
97,20775,155,60,1,0,0,0
98,20775,155,55,1,0,0,0
99,20775,175,45,0,0,0,0
100,20776,156,55,1,0,0,0
101,20776,160,53,1,0,0,0
102,20776,156,60,1,0,0,0
103,20776,155,58,1,0,0,0
104,20777,160,51,1,0,0,0
105,20777,157,54,1,0,0,0
106,20777,156,50,1,0,0,0
107,20777,165,31,0,0,0,0
108,20777,165,33,0,0,0,0
109,20777,157,72,1,0,0,0
110,20777,156,59,1,0,0,0
111,20778,150,54,1,0,0,0
112,20778,154,57,1,0,0,0
113,20778,156,62,1,0,0,0
114,20778,170,30,0,0,0,0
115,20778,161,43,1,0,0,0
116,20779,150,53,1,0,0,0
117,20779,157,48,1,0,0,0
118,20779,158,55,1,0,0,0
119,20779,159,53,1,0,0,0
120,20780,156,49,1,0,0,0
121,20780,155,59,1,0,0,0
122,20780,154,51,1,0,0,0
123,20780,156,58,1,0,0,0
124,20780,158,49,1,0,0,0
125,20781,160,49,1,0,0,0
126,20781,155,54,1,0,0,0
127,20781,159,59,1,0,0,0
128,20781,159,57,1,0,0,0
129,20781,165,34,0,0,0,0
130,20782,158,59,1,0,0,0
131,20782,156,57,1,0,0,0
132,20782,156,51,1,0,0,0
133,20782,155,47,1,0,0,0
134,20782,152,52,1,0,0,0
135,20782,157,53,1,0,0,0
136,20782,155,56,1,0,0,0
137,20783,171,32,0,0,0,0
138,20783,155,48,1,0,0,0
139,20783,161,52,1,0,0,0
140,20783,160,45,1,0,0,0
141,20783,154,55,1,0,0,0
142,20784,158,57,1,0,0,0
143,20784,157,61,1,0,0,0
144,20784,155,49,1,0,0,0
145,20784,159,58,1,0,0,0
146,20784,162,44,1,0,0,0
147,20784,161,48,1,0,0,0
148,20785,159,45,1,0,0,0
149,20785,155,61,1,0,0,0
150,20785,154,62,1,0,0,0
151,20785,157,47,1,0,0,0
152,20785,153,62,1,0,0,0
153,20785,159,43,1,0,0,0
154,20786,166,31,0,0,0,0
155,20786,159,54,1,0,0,0
156,20786,163,45,1,0,0,0
157,20786,162,43,1,0,0,0
158,20787,154,52,1,0,0,0
159,20787,160,44,1,0,0,0
160,20787,156,52,1,0,0,0
161,20787,157,57,1,0,0,0
162,20787,156,72,1,0,0,0
163,20787,154,56,1,0,0,0
164,20788,157,58,1,0,0,0
165,20788,159,52,1,0,0,0
166,20788,158,58,1,0,0,0
167,20788,154,61,1,0,0,0
