,timestamp,x,y,polarity,_p1,_p2,predict
0,37115,155,78,0,0,0,4
1,37116,151,74,1,0,0,4
2,37116,157,70,0,0,0,4
3,37116,153,88,1,0,0,4
4,37117,157,78,0,0,0,4
5,37117,151,82,1,0,0,4
6,37118,158,73,0,0,0,4
7,37118,149,84,1,0,0,4
8,37119,159,87,1,0,0,4
9,37119,151,77,1,0,0,4
10,37119,155,87,1,0,0,4
11,37120,146,86,0,0,0,4
12,37120,146,89,0,0,0,4
13,37120,151,66,0,0,0,4
14,37120,158,67,0,0,0,4
15,37121,154,88,1,0,0,4
16,37121,159,73,0,0,0,4
17,37121,155,67,0,0,0,4
18,37121,156,67,0,0,0,4
19,37121,156,75,0,0,0,4
20,37122,156,90,1,0,0,4
21,37122,156,87,1,0,0,4
22,37122,154,71,1,0,0,4
23,37122,151,65,0,0,0,4
24,37123,155,74,0,0,0,4
25,37123,150,74,1,0,0,4
26,37123,153,92,1,0,0,4
27,37123,149,80,1,0,0,4
28,37123,145,89,0,0,0,4
29,37123,152,82,1,0,0,4
30,37124,156,92,1,0,0,4
31,37124,154,84,1,0,0,4
32,37124,154,91,1,0,0,4
33,37124,159,93,1,0,0,4
34,37125,155,86,1,0,0,4
35,37125,154,85,1,0,0,4
36,37125,152,83,1,0,0,4
37,37125,157,85,1,0,0,4
38,37126,149,79,1,0,0,4
39,37126,144,93,1,0,0,4
40,37126,151,83,1,0,0,4
41,37127,150,75,1,0,0,4
42,37127,158,74,0,0,0,4
43,37127,149,64,0,0,0,4
44,37128,158,89,1,0,0,4
45,37128,159,85,1,0,0,4
46,37128,150,85,1,0,0,4
47,37128,154,68,0,0,0,4
48,37128,154,87,1,0,0,4
49,37129,149,74,1,0,0,4
50,37129,151,84,1,0,0,4
51,37129,149,68,0,0,0,4
52,37130,159,89,1,0,0,4
53,37130,154,79,1,0,0,4
54,37130,156,71,0,0,0,4
55,37130,152,63,0,0,0,4
56,37131,158,68,0,0,0,4
57,37131,155,88,1,0,0,4
58,37131,147,90,0,0,0,4
59,37131,152,66,0,0,0,4
60,37132,150,65,0,0,0,4
61,37132,160,74,0,0,0,4
62,37132,159,88,1,0,0,4
63,37133,154,83,1,0,0,4
64,37133,157,68,0,0,0,4
65,37134,156,63,0,0,0,4
66,37134,155,68,0,0,0,4
67,37134,158,73,0,0,0,4
68,37135,153,64,0,0,0,4
69,37135,158,90,1,0,0,4
70,37135,159,75,0,0,0,4
71,37135,158,70,0,0,0,4
72,37135,155,84,1,0,0,4
73,37135,159,71,0,0,0,4
74,37135,159,84,0,0,0,4
75,37135,160,89,1,0,0,4
76,37136,151,62,0,0,0,4
77,37136,157,64,0,0,0,4
78,37136,147,89,0,0,0,4
79,37136,159,67,0,0,0,4
80,37136,155,77,0,0,0,4
81,37137,151,76,1,0,0,4
82,37137,158,79,0,0,0,4
83,37137,153,68,0,0,0,4
84,37137,145,87,0,0,0,4
85,37137,156,87,1,0,0,4
86,37138,145,89,1,0,0,4
87,37138,150,82,1,0,0,4
88,37138,158,65,0,0,0,4
89,37138,154,90,1,0,0,4
90,37139,152,74,1,0,0,4
91,37139,151,63,0,0,0,4
92,37139,142,73,0,0,0,4
93,37139,155,85,1,0,0,4
94,37139,150,73,1,0,0,4
95,37139,157,86,1,0,0,4
96,37139,152,77,1,0,0,4
97,37140,159,92,1,0,0,4
98,37140,151,69,0,0,0,4
99,37140,149,69,0,0,0,4
100,37140,151,81,1,0,0,4
101,37140,153,90,1,0,0,4
102,37140,154,92,1,0,0,4
103,37140,150,66,0,0,0,4
104,37140,156,96,0,0,0,4
105,37141,159,69,0,0,0,4
106,37141,150,80,1,0,0,4
107,37142,155,90,1,0,0,4
108,37142,143,94,1,0,0,4
109,37142,159,94,1,0,0,4
110,37142,153,89,1,0,0,4
111,37143,154,89,1,0,0,4
112,37143,152,73,1,0,0,4
113,37143,155,92,1,0,0,4
114,37143,157,75,0,0,0,4
115,37144,153,66,0,0,0,4
116,37144,149,75,1,0,0,4
117,37144,152,75,1,0,0,4
118,37145,161,75,0,0,0,4
119,37145,152,60,0,0,0,4
120,37145,151,67,0,0,0,4
121,37146,157,77,0,0,0,4
122,37146,148,88,0,0,0,4
123,37146,155,93,1,0,0,4
124,37146,155,66,0,0,0,4
125,37146,156,65,0,0,0,4
126,37146,136,72,0,0,0,4
127,37147,158,69,0,0,0,4
128,37147,149,85,1,0,0,4
129,37147,156,62,0,0,0,4
130,37147,149,65,0,0,0,4
131,37147,156,85,1,0,0,4
132,37147,158,66,0,0,0,4
133,37148,147,88,0,0,0,4
134,37148,156,73,0,0,0,4
135,37148,153,65,0,0,0,4
136,37148,157,67,0,0,0,4
137,37148,153,83,1,0,0,4
138,37148,156,72,0,0,0,4
139,37149,156,64,0,0,0,4
140,37149,157,63,0,0,0,4
141,37150,153,91,1,0,0,4
142,37151,145,88,0,0,0,4
143,37151,159,77,0,0,0,4
144,37151,157,84,1,0,0,4
145,37152,153,63,0,0,0,4
146,37152,152,91,1,0,0,4
147,37152,155,91,1,0,0,4
148,37152,153,81,1,0,0,4
149,37153,154,88,1,0,0,4
150,37153,156,91,1,0,0,4
151,37153,157,62,0,0,0,4
152,37153,159,90,1,0,0,4
153,37153,159,76,0,0,0,4
154,37153,150,92,1,0,0,4
155,37153,157,66,0,0,0,4
156,37154,156,86,1,0,0,4
157,37154,150,81,1,0,0,4
158,37154,155,86,1,0,0,4
159,37154,150,84,1,0,0,4
160,37155,152,79,1,0,0,4
161,37155,148,89,0,0,0,4
162,37155,149,67,0,0,0,4
163,37155,154,81,1,0,0,4
164,37155,151,73,1,0,0,4
165,37156,155,80,1,0,0,4
166,37157,150,83,1,0,0,4
167,37157,149,76,1,0,0,4
168,37157,157,65,0,0,0,4
169,37158,153,72,1,0,0,4
170,37158,148,68,0,0,0,4
171,37158,156,84,1,0,0,4
172,37159,150,74,1,0,0,4
173,37160,157,76,0,0,0,4
174,37161,157,73,0,0,0,4
175,37161,150,77,1,0,0,4
176,37161,156,78,0,0,0,4
177,37162,156,76,0,0,0,4
