,timestamp,x,y,polarity,_p1,_p2,predict
0,14958,58,53,1,0,0,1
1,14958,56,46,1,0,0,1
2,14958,56,47,1,0,0,1
3,14958,61,50,1,0,0,1
4,14959,60,57,1,0,0,1
5,14959,57,58,1,0,0,1
6,14960,60,51,1,0,0,1
7,14960,61,59,1,0,0,1
8,14960,59,48,1,0,0,1
9,14961,55,59,1,0,0,1
10,14961,58,58,1,0,0,1
11,14961,56,59,1,0,0,1
12,14961,59,56,1,0,0,1
13,14962,58,47,1,0,0,1
14,14963,59,47,1,0,0,1
15,14963,57,45,1,0,0,1
16,14964,57,52,1,0,0,1
17,14965,57,63,1,0,0,1
18,14965,60,50,1,0,0,1
19,14966,59,49,1,0,0,1
20,14966,60,58,1,0,0,1
21,14966,59,58,1,0,0,1
22,14966,69,48,0,0,0,1
23,14966,54,52,1,0,0,1
24,14966,54,64,1,0,0,1
25,14967,56,64,1,0,0,1
26,14967,60,59,1,0,0,1
27,14967,57,55,1,0,0,1
28,14968,54,51,1,0,0,1
29,14968,57,46,1,0,0,1
30,14968,70,37,1,0,0,1
31,14969,57,48,1,0,0,1
32,14969,52,64,1,0,0,1
33,14969,56,55,1,0,0,1
34,14969,71,46,0,0,0,1
35,14970,53,61,1,0,0,1
36,14970,59,46,1,0,0,1
37,14970,59,50,1,0,0,1
38,14970,54,61,1,0,0,1
39,14970,58,57,1,0,0,1
40,14970,72,49,0,0,0,1
41,14970,57,66,1,0,0,1
42,14970,71,44,0,0,0,1
43,14971,53,59,1,0,0,1
44,14971,54,48,1,0,0,1
45,14972,55,48,1,0,0,1
46,14972,73,44,0,0,0,1
47,14972,58,59,1,0,0,1
48,14972,70,46,0,0,0,1
49,14972,55,57,1,0,0,1
50,14972,59,76,1,0,0,1
51,14972,56,63,1,0,0,1
52,14973,57,64,1,0,0,1
53,14973,59,60,1,0,0,1
54,14973,77,47,0,0,0,1
55,14973,57,78,1,0,0,1
56,14974,56,51,1,0,0,1
57,14974,57,79,1,0,0,1
58,14974,55,67,1,0,0,1
59,14974,54,63,1,0,0,1
60,14974,57,53,1,0,0,1
61,14975,75,45,0,0,0,1
62,14975,56,45,1,0,0,1
63,14975,52,59,1,0,0,1
64,14975,52,63,1,0,0,1
65,14975,54,55,1,0,0,1
66,14975,58,46,1,0,0,1
67,14976,60,48,1,0,0,1
68,14976,57,58,1,0,0,1
69,14976,58,51,1,0,0,1
70,14976,54,57,1,0,0,1
71,14976,54,59,1,0,0,1
72,14976,61,51,1,0,0,1
73,14976,77,46,0,0,0,1
74,14976,76,46,0,0,0,1
75,14976,60,60,1,0,0,1
76,14977,58,43,1,0,0,1
77,14977,57,50,1,0,0,1
78,14977,72,44,0,0,0,1
79,14977,56,47,1,0,0,1
80,14977,55,60,1,0,0,1
81,14977,56,57,1,0,0,1
82,14978,57,60,1,0,0,1
83,14978,59,79,1,0,0,1
84,14978,51,64,1,0,0,1
85,14978,54,56,1,0,0,1
86,14979,54,65,1,0,0,1
87,14979,76,47,0,0,0,1
88,14979,58,52,1,0,0,1
89,14980,58,55,1,0,0,1
90,14980,54,58,1,0,0,1
91,14980,74,46,0,0,0,1
92,14981,72,48,0,0,0,1
93,14981,73,47,0,0,0,1
94,14981,74,47,0,0,0,1
95,14981,55,64,1,0,0,1
96,14981,59,51,1,0,0,1
97,14982,76,49,0,0,0,1
98,14982,69,42,1,0,0,1
99,14982,75,46,0,0,0,1
100,14982,59,50,1,0,0,1
101,14982,57,56,1,0,0,1
102,14982,63,77,0,0,0,1
103,14982,55,58,1,0,0,1
104,14982,57,62,1,0,0,1
105,14983,59,57,1,0,0,1
106,14983,59,52,1,0,0,1
107,14984,58,62,1,0,0,1
108,14984,60,55,1,0,0,1
109,14984,56,58,1,0,0,1
110,14984,52,57,1,0,0,1
111,14984,68,42,1,0,0,1
112,14984,58,80,1,0,0,1
113,14984,59,80,1,0,0,1
114,14985,57,46,1,0,0,1
115,14985,51,60,1,0,0,1
116,14985,59,60,1,0,0,1
117,14985,58,60,1,0,0,1
118,14985,58,58,1,0,0,1
119,14985,58,47,1,0,0,1
120,14985,56,59,1,0,0,1
121,14986,59,46,1,0,0,1
122,14987,60,51,1,0,0,1
123,14987,58,56,1,0,0,1
124,14987,59,78,1,0,0,1
125,14987,61,60,1,0,0,1
126,14987,52,65,1,0,0,1
127,14987,58,77,1,0,0,1
128,14987,52,53,1,0,0,1
129,14987,60,77,1,0,0,1
130,14988,53,52,1,0,0,1
131,14988,71,47,0,0,0,1
132,14988,58,50,1,0,0,1
133,14988,72,37,1,0,0,1
134,14988,70,36,1,0,0,1
135,14988,58,48,1,0,0,1
136,14988,57,51,1,0,0,1
137,14989,69,38,1,0,0,1
138,14989,58,59,1,0,0,1
139,14989,61,52,1,0,0,1
140,14989,55,62,1,0,0,1
141,14989,69,36,1,0,0,1
142,14989,73,38,1,0,0,1
143,14990,53,56,1,0,0,1
144,14990,57,55,1,0,0,1
145,14990,53,58,1,0,0,1
146,14991,77,50,0,0,0,1
147,14991,53,53,1,0,0,1
148,14991,56,52,1,0,0,1
149,14991,57,77,1,0,0,1
150,14991,55,59,1,0,0,1
151,14991,56,56,1,0,0,1
152,14991,59,54,1,0,0,1
153,14991,58,49,1,0,0,1
154,14991,68,37,1,0,0,1
155,14992,58,45,1,0,0,1
156,14992,60,57,1,0,0,1
157,14992,62,34,0,0,0,1
158,14992,56,60,1,0,0,1
159,14992,59,58,1,0,0,1
160,14992,52,58,1,0,0,1
161,14993,60,58,1,0,0,1
162,14993,68,36,1,0,0,1
163,14993,53,60,1,0,0,1
164,14993,60,47,1,0,0,1
165,14993,55,65,1,0,0,1
166,14993,73,45,0,0,0,1
167,14993,71,49,0,0,0,1
168,14994,55,50,1,0,0,1
169,14994,58,52,1,0,0,1
170,14995,57,59,1,0,0,1
171,14995,56,61,1,0,0,1
172,14995,56,44,1,0,0,1
173,14995,75,47,0,0,0,1
174,14995,56,62,1,0,0,1
175,14995,61,35,0,0,0,1
176,14996,51,55,1,0,0,1
177,14996,52,59,1,0,0,1
178,14996,72,46,0,0,0,1
179,14996,57,57,1,0,0,1
180,14996,60,49,1,0,0,1
181,14998,55,54,1,0,0,1
182,14998,51,58,1,0,0,1
183,14998,56,65,1,0,0,1
184,14998,73,50,0,0,0,1
185,14998,53,57,1,0,0,1
186,14998,57,61,1,0,0,1
187,14998,58,53,1,0,0,1
188,14999,55,66,1,0,0,1
189,14999,53,62,1,0,0,1
190,14999,70,46,0,0,0,1
191,14999,59,48,1,0,0,1
192,14999,57,58,1,0,0,1
193,14999,56,57,1,0,0,1
194,14999,56,48,1,0,0,1
