,timestamp,x,y,polarity,_p1,_p2,predict
0,72220,209,76,1,0,0,0
1,72220,199,72,1,0,0,0
2,72221,211,78,1,0,0,0
3,72222,198,62,1,0,0,0
4,72222,202,66,1,0,0,0
5,72222,196,77,1,0,0,0
6,72223,199,67,1,0,0,0
7,72223,208,75,1,0,0,0
8,72223,199,66,1,0,0,0
9,72223,199,73,1,0,0,0
10,72224,195,63,1,0,0,0
11,72224,200,66,1,0,0,0
12,72225,199,65,1,0,0,0
13,72225,196,59,1,0,0,0
14,72225,195,62,1,0,0,0
15,72225,208,74,1,0,0,0
16,72226,201,72,1,0,0,0
17,72226,199,63,1,0,0,0
18,72226,211,74,1,0,0,0
19,72227,193,79,1,0,0,0
20,72227,210,71,1,0,0,0
21,72227,202,72,1,0,0,0
22,72227,205,73,1,0,0,0
23,72227,203,70,1,0,0,0
24,72228,201,68,1,0,0,0
25,72228,191,80,1,0,0,0
26,72228,207,72,1,0,0,0
27,72228,201,76,1,0,0,0
28,72229,198,76,1,0,0,0
29,72229,198,68,1,0,0,0
30,72229,202,67,1,0,0,0
31,72229,209,72,1,0,0,0
32,72230,200,71,1,0,0,0
33,72230,212,71,1,0,0,0
34,72230,209,74,1,0,0,0
35,72230,199,68,1,0,0,0
36,72231,198,66,1,0,0,0
37,72231,194,80,1,0,0,0
38,72231,211,75,1,0,0,0
39,72231,196,66,1,0,0,0
40,72232,200,68,1,0,0,0
41,72233,204,88,1,0,0,0
42,72234,199,77,0,0,0,0
43,72234,197,66,1,0,0,0
44,72235,198,67,1,0,0,0
45,72235,197,65,1,0,0,0
46,72235,210,75,1,0,0,0
47,72235,209,73,1,0,0,0
48,72235,207,73,1,0,0,0
49,72236,202,68,1,0,0,0
50,72236,197,74,1,0,0,0
51,72236,202,64,1,0,0,0
52,72236,206,74,1,0,0,0
53,72236,200,70,1,0,0,0
54,72236,201,70,1,0,0,0
55,72236,190,72,1,0,0,0
56,72237,201,75,1,0,0,0
57,72237,200,67,1,0,0,0
58,72237,197,76,1,0,0,0
59,72237,199,70,1,0,0,0
60,72238,197,67,1,0,0,0
61,72238,190,79,1,0,0,0
62,72239,207,76,1,0,0,0
63,72239,203,64,1,0,0,0
64,72239,211,71,1,0,0,0
65,72239,191,75,1,0,0,0
66,72240,208,71,1,0,0,0
67,72240,195,76,1,0,0,0
68,72241,198,65,1,0,0,0
69,72241,195,79,1,0,0,0
70,72241,209,76,1,0,0,0
71,72241,210,79,1,0,0,0
72,72241,188,73,1,0,0,0
73,72242,201,74,1,0,0,0
74,72242,204,64,1,0,0,0
75,72242,198,64,1,0,0,0
76,72242,203,74,1,0,0,0
77,72242,208,73,1,0,0,0
78,72243,200,64,1,0,0,0
79,72243,210,77,1,0,0,0
80,72244,207,71,1,0,0,0
81,72244,202,73,1,0,0,0
82,72244,200,71,1,0,0,0
83,72244,199,62,1,0,0,0
84,72244,201,88,1,0,0,0
85,72245,195,66,1,0,0,0
86,72245,198,74,1,0,0,0
87,72245,202,74,1,0,0,0
88,72245,209,77,1,0,0,0
89,72246,206,73,1,0,0,0
90,72246,197,64,1,0,0,0
91,72246,210,73,1,0,0,0
92,72246,194,64,1,0,0,0
93,72246,203,65,1,0,0,0
94,72246,207,77,1,0,0,0
95,72246,204,67,1,0,0,0
96,72246,199,74,1,0,0,0
97,72246,203,73,1,0,0,0
98,72246,198,61,1,0,0,0
99,72247,196,78,1,0,0,0
100,72247,211,76,1,0,0,0
101,72249,189,73,1,0,0,0
102,72249,196,63,1,0,0,0
103,72250,208,76,1,0,0,0
104,72250,202,69,1,0,0,0
105,72250,209,78,1,0,0,0
106,72250,201,67,1,0,0,0
107,72250,200,63,1,0,0,0
108,72251,194,79,1,0,0,0
109,72251,206,75,1,0,0,0
110,72251,203,63,1,0,0,0
111,72251,190,77,1,0,0,0
112,72251,210,76,1,0,0,0
113,72251,210,74,1,0,0,0
114,72251,202,71,1,0,0,0
115,72251,207,74,1,0,0,0
116,72252,213,71,1,0,0,0
117,72252,208,77,1,0,0,0
118,72252,207,78,1,0,0,0
119,72252,193,78,1,0,0,0
120,72253,211,73,1,0,0,0
121,72253,203,93,1,0,0,0
122,72254,206,77,1,0,0,0
123,72254,192,77,1,0,0,0
124,72254,195,65,1,0,0,0
125,72254,199,66,1,0,0,0
126,72254,198,63,1,0,0,0
127,72255,209,71,1,0,0,0
128,72255,203,90,1,0,0,0
129,72256,209,72,1,0,0,0
130,72256,200,73,1,0,0,0
131,72256,199,64,1,0,0,0
132,72256,202,66,1,0,0,0
133,72256,202,93,1,0,0,0
134,72256,193,77,1,0,0,0
135,72256,208,79,1,0,0,0
136,72256,201,68,1,0,0,0
137,72257,198,73,1,0,0,0
138,72257,196,65,1,0,0,0
139,72257,199,65,1,0,0,0
140,72257,212,70,1,0,0,0
141,72257,194,78,1,0,0,0
142,72257,201,72,1,0,0,0
143,72257,204,91,1,0,0,0
144,72258,197,74,1,0,0,0
145,72258,200,65,1,0,0,0
146,72258,203,71,1,0,0,0
147,72259,209,73,1,0,0,0
148,72259,203,88,1,0,0,0
149,72259,202,75,1,0,0,0
150,72259,195,63,1,0,0,0
151,72259,203,67,1,0,0,0
152,72260,215,65,0,0,0,0
153,72261,200,74,1,0,0,0
154,72262,197,62,1,0,0,0
155,72262,197,73,1,0,0,0
156,72262,196,66,1,0,0,0
157,72262,202,70,1,0,0,0
158,72262,203,68,1,0,0,0
159,72262,190,73,1,0,0,0
160,72262,191,77,1,0,0,0
161,72263,208,75,1,0,0,0
162,72263,200,69,1,0,0,0
163,72263,195,78,1,0,0,0
164,72264,197,68,1,0,0,0
165,72264,215,63,0,0,0,0
166,72265,195,61,1,0,0,0
167,72265,194,66,1,0,0,0
168,72265,210,74,1,0,0,0
169,72265,198,75,1,0,0,0
170,72265,200,72,1,0,0,0
171,72265,206,72,1,0,0,0
172,72266,195,75,1,0,0,0
173,72266,201,70,1,0,0,0
174,72266,208,70,1,0,0,0
175,72266,188,72,1,0,0,0
176,72266,195,64,1,0,0,0
177,72266,204,90,1,0,0,0
178,72267,212,72,1,0,0,0
179,72267,202,90,1,0,0,0
180,72267,196,64,1,0,0,0
181,72267,204,65,1,0,0,0
182,72267,193,67,1,0,0,0
183,72267,194,77,1,0,0,0
184,72268,201,66,1,0,0,0
185,72268,202,72,1,0,0,0
186,72268,210,78,1,0,0,0
187,72268,199,76,1,0,0,0
188,72268,200,75,1,0,0,0
189,72268,192,66,1,0,0,0
190,72268,207,72,1,0,0,0
191,72268,209,74,1,0,0,0
192,72268,203,66,1,0,0,0
193,72269,202,89,1,0,0,0
194,72269,193,65,1,0,0,0
195,72269,197,72,1,0,0,0
196,72269,208,76,1,0,0,0
197,72269,193,64,1,0,0,0
198,72270,202,64,1,0,0,0
199,72270,202,91,1,0,0,0
200,72270,191,76,1,0,0,0
201,72270,202,62,1,0,0,0
202,72270,207,75,1,0,0,0
203,72270,206,71,1,0,0,0
204,72270,208,72,1,0,0,0
205,72270,203,72,1,0,0,0
206,72270,201,92,1,0,0,0
207,72271,201,71,1,0,0,0
208,72271,211,79,1,0,0,0
209,72271,210,71,1,0,0,0
210,72272,210,80,1,0,0,0
211,72272,208,74,1,0,0,0
212,72272,199,67,1,0,0,0
213,72272,209,76,1,0,0,0
214,72273,201,64,1,0,0,0
215,72273,200,76,1,0,0,0
216,72274,212,74,1,0,0,0
217,72274,204,92,1,0,0,0
218,72275,210,75,1,0,0,0
219,72275,197,77,1,0,0,0
220,72275,202,65,1,0,0,0
221,72275,196,79,1,0,0,0
222,72275,193,80,1,0,0,0
223,72275,191,67,1,0,0,0
224,72275,200,68,1,0,0,0
225,72276,198,64,1,0,0,0
226,72276,200,91,1,0,0,0
227,72276,205,74,1,0,0,0
228,72276,198,66,1,0,0,0
229,72276,210,72,1,0,0,0
230,72277,199,92,1,0,0,0
231,72278,195,77,1,0,0,0
232,72278,192,63,1,0,0,0
233,72278,208,78,1,0,0,0
234,72278,197,62,1,0,0,0
235,72279,207,79,1,0,0,0
236,72279,214,63,0,0,0,0
237,72279,198,70,1,0,0,0
238,72279,211,75,1,0,0,0
239,72279,197,66,1,0,0,0
240,72280,192,79,1,0,0,0
241,72280,195,66,1,0,0,0
242,72280,210,70,1,0,0,0
243,72281,208,71,1,0,0,0
244,72281,197,64,1,0,0,0
245,72281,205,90,1,0,0,0
246,72281,203,89,1,0,0,0
247,72281,211,77,1,0,0,0
248,72281,206,70,1,0,0,0
249,72281,201,73,1,0,0,0
250,72281,203,70,1,0,0,0
251,72281,205,88,1,0,0,0
252,72281,209,80,1,0,0,0
253,72281,194,62,1,0,0,0
254,72283,216,65,0,0,0,0
255,72283,203,69,1,0,0,0
256,72283,197,76,1,0,0,0
257,72283,199,68,1,0,0,0
258,72283,204,88,1,0,0,0
259,72283,193,62,1,0,0,0
260,72283,196,63,1,0,0,0
261,72283,208,79,1,0,0,0
262,72283,204,64,1,0,0,0
263,72283,194,63,1,0,0,0
264,72283,200,71,1,0,0,0
265,72283,211,74,1,0,0,0
266,72284,212,73,1,0,0,0
267,72284,198,63,1,0,0,0
268,72284,207,73,1,0,0,0
269,72284,197,78,1,0,0,0
270,72285,199,73,1,0,0,0
271,72285,211,70,1,0,0,0
272,72285,198,62,1,0,0,0
273,72285,203,67,1,0,0,0
274,72286,200,66,1,0,0,0
275,72286,200,67,1,0,0,0
276,72288,201,69,1,0,0,0
277,72288,209,75,1,0,0,0
278,72288,202,88,1,0,0,0
279,72288,206,74,1,0,0,0
280,72288,199,64,1,0,0,0
281,72288,202,67,1,0,0,0
282,72288,199,63,1,0,0,0
283,72288,199,74,1,0,0,0
284,72288,201,66,1,0,0,0
285,72288,209,79,1,0,0,0
286,72289,198,67,1,0,0,0
287,72289,197,67,1,0,0,0
288,72289,202,70,1,0,0,0
289,72289,213,70,1,0,0,0
290,72290,199,72,1,0,0,0
291,72290,197,75,1,0,0,0
292,72290,194,64,1,0,0,0
293,72290,207,76,1,0,0,0
294,72290,202,68,1,0,0,0
295,72290,211,69,1,0,0,0
296,72290,198,65,1,0,0,0
297,72290,193,79,1,0,0,0
298,72290,211,72,1,0,0,0
299,72290,207,74,1,0,0,0
300,72290,199,75,1,0,0,0
301,72290,207,87,1,0,0,0
302,72290,200,62,1,0,0,0
303,72291,197,65,1,0,0,0
304,72291,210,73,1,0,0,0
305,72291,188,56,1,0,0,0
306,72291,203,64,1,0,0,0
307,72292,196,65,1,0,0,0
308,72292,203,87,1,0,0,0
309,72292,201,67,1,0,0,0
310,72293,202,69,1,0,0,0
311,72293,200,65,1,0,0,0
312,72293,192,78,1,0,0,0
313,72293,192,67,1,0,0,0
314,72294,198,74,1,0,0,0
315,72294,214,71,1,0,0,0
316,72294,209,77,1,0,0,0
317,72294,204,63,1,0,0,0
318,72295,191,80,1,0,0,0
319,72295,199,66,1,0,0,0
320,72295,201,65,1,0,0,0
321,72295,201,74,1,0,0,0
322,72295,196,77,1,0,0,0
323,72295,194,65,1,0,0,0
324,72295,207,71,1,0,0,0
325,72296,203,63,1,0,0,0
326,72296,190,60,1,0,0,0
327,72297,194,79,1,0,0,0
328,72297,202,63,1,0,0,0
329,72297,199,62,1,0,0,0
330,72297,189,72,0,0,0,0
331,72297,209,71,1,0,0,0
332,72297,204,70,1,0,0,0
333,72298,197,63,1,0,0,0
334,72299,196,62,1,0,0,0
335,72299,209,72,1,0,0,0
336,72299,210,71,1,0,0,0
