,timestamp,x,y,polarity,_p1,_p2,predict
0,67050,219,208,0,0,0,1
1,67050,212,242,0,0,0,1
2,67050,211,218,0,0,0,1
3,67050,208,200,0,0,0,1
4,67050,188,229,1,0,0,1
5,67050,202,212,0,0,0,1
6,67050,200,224,0,0,0,1
7,67050,203,229,0,0,0,1
8,67050,214,230,0,0,0,1
9,67050,212,227,0,0,0,1
10,67050,185,235,0,0,0,1
11,67050,212,243,0,0,0,1
12,67050,202,244,0,0,0,1
13,67050,202,224,0,0,0,1
14,67050,195,238,0,0,0,1
15,67050,221,226,0,0,0,1
16,67051,216,201,0,0,0,1
17,67051,205,240,0,0,0,1
18,67051,184,238,0,0,0,1
19,67051,208,242,0,0,0,1
20,67051,212,225,0,0,0,1
21,67051,208,224,0,0,0,1
22,67051,197,242,0,0,0,1
23,67051,211,202,0,0,0,1
24,67052,217,237,0,0,0,1
25,67052,211,244,0,0,0,1
26,67052,196,234,0,0,0,1
27,67052,220,239,0,0,0,1
28,67052,195,234,0,0,0,1
29,67052,216,240,0,0,0,1
30,67052,207,231,0,0,0,1
31,67052,210,202,0,0,0,1
32,67053,215,232,0,0,0,1
33,67053,221,227,0,0,0,1
34,67053,221,224,0,0,0,1
35,67053,213,199,0,0,0,1
36,67053,220,236,0,0,0,1
37,67053,228,245,0,0,0,1
38,67053,200,243,0,0,0,1
39,67053,213,216,0,0,0,1
40,67053,208,230,0,0,0,1
41,67053,219,244,0,0,0,1
42,67053,206,224,0,0,0,1
43,67053,202,217,0,0,0,1
44,67053,205,214,0,0,0,1
45,67054,203,206,0,0,0,1
46,67054,188,227,1,0,0,1
47,67054,220,231,0,0,0,1
48,67054,197,231,0,0,0,1
49,67054,208,205,0,0,0,1
50,67054,210,223,0,0,0,1
51,67054,208,233,0,0,0,1
52,67054,205,224,0,0,0,1
53,67054,188,239,0,0,0,1
54,67054,222,226,0,0,0,1
55,67054,209,246,0,0,0,1
56,67054,206,233,0,0,0,1
57,67054,219,253,0,0,0,1
58,67054,200,234,0,0,0,1
59,67054,221,222,0,0,0,1
60,67054,200,218,0,0,0,1
61,67054,200,247,0,0,0,1
62,67055,219,252,0,0,0,1
63,67055,192,256,0,0,0,1
64,67055,221,217,0,0,0,1
65,67055,200,241,0,0,0,1
66,67055,198,230,0,0,0,1
67,67055,184,234,0,0,0,1
68,67055,214,225,0,0,0,1
69,67055,192,247,0,0,0,1
70,67055,210,226,0,0,0,1
71,67055,201,218,0,0,0,1
72,67055,188,237,0,0,0,1
73,67055,213,198,0,0,0,1
74,67055,207,234,0,0,0,1
75,67055,199,247,0,0,0,1
76,67055,201,233,0,0,0,1
77,67055,233,224,0,0,0,1
78,67055,201,217,0,0,0,1
79,67055,195,239,0,0,0,1
80,67055,212,228,0,0,0,1
81,67055,207,206,0,0,0,1
82,67055,217,224,0,0,0,1
83,67055,216,198,0,0,0,1
84,67056,190,240,0,0,0,1
85,67056,212,235,0,0,0,1
86,67056,204,222,0,0,0,1
87,67056,205,208,0,0,0,1
88,67056,198,231,0,0,0,1
89,67056,187,227,1,0,0,1
90,67056,220,250,0,0,0,1
91,67056,190,245,0,0,0,1
92,67056,218,233,0,0,0,1
93,67056,195,245,0,0,0,1
94,67056,216,226,0,0,0,1
95,67056,205,194,0,0,0,1
96,67056,182,233,0,0,0,1
97,67056,193,237,0,0,0,1
98,67056,222,233,0,0,0,1
99,67057,203,221,0,0,0,1
100,67057,188,241,0,0,0,1
101,67057,199,246,0,0,0,1
102,67057,213,239,0,0,0,1
103,67057,198,251,0,0,0,1
104,67057,209,233,0,0,0,1
105,67057,214,231,0,0,0,1
106,67057,216,231,0,0,0,1
107,67057,204,247,0,0,0,1
108,67057,210,232,0,0,0,1
109,67058,204,248,0,0,0,1
110,67058,182,243,1,0,0,1
111,67058,199,232,0,0,0,1
112,67058,209,222,0,0,0,1
113,67058,220,218,0,0,0,1
114,67058,204,227,0,0,0,1
115,67058,195,252,0,0,0,1
116,67058,200,220,0,0,0,1
117,67058,209,226,0,0,0,1
118,67058,208,203,0,0,0,1
119,67058,218,210,0,0,0,1
120,67058,221,239,0,0,0,1
121,67059,214,207,0,0,0,1
